Plasmid,gene_id,old_locus_tag,gene_biotype,Gene,synonym,product,product_kegg,note,other,protein_id,inference_coordinates,exon_number
NC_013716.1,ROD_RS26935,ROD_47031,protein_coding,NA,NA,DNA-binding protein,putative prophage DNA binding protein,NA,NA,WP_012908588.1,similar to AA sequence:RefSeq:WP_012908588.1,1
NC_013716.1,ROD_RS23245,ROD_47041,protein_coding,NA,NA,hypothetical protein,hypothetical prophage protein,NA,NA,WP_012908589.1,similar to AA sequence:RefSeq:WP_000633436.1,1
NC_013716.1,ROD_RS23250,ROD_47061,protein_coding,NA,NA,hypothetical protein,hypothetical prophage protein,NA,NA,WP_012908591.1,similar to AA sequence:RefSeq:WP_012908591.1,1
NC_013716.1,ROD_RS23255,ROD_47072,protein_coding,NA,NA,hypothetical protein,hypothetical prophage protein,NA,NA,WP_012908592.1,similar to AA sequence:RefSeq:WP_001280089.1,1
NC_013716.1,ROD_RS23260,ROD_47081,protein_coding,NA,NA,gp16 family protein,hypothetical prophage protein,NA,NA,WP_012908593.1,similar to AA sequence:RefSeq:WP_012908593.1,1
NC_013716.1,ROD_RS23265,ROD_47091,protein_coding,NA,NA,IS4-like element ISCro3 family transposase,ISCro3 transposase,NA,NA,WP_012904641.1,similar to AA sequence:RefSeq:WP_012904641.1,1
NC_013716.1,ROD_RS23270,ROD_47101,protein_coding,C,NA,transcriptional regulator,prophage late transcription positive regulator,NA,NA,WP_000852372.1,similar to AA sequence:RefSeq:NP_312988.1,1
NC_013716.1,ROD_RS23275,ROD_47111,protein_coding,lys,NA,lysozyme,phage lysozyme,NA,NA,WP_012908594.1,similar to AA sequence:RefSeq:NP_312989.1,1
NC_013716.1,ROD_RS23280,NA,protein_coding,NA,NA,hypothetical protein,NA,NA,NA,WP_231851626.1,similar to AA sequence:RefSeq:WP_014334045.1,1
NC_013716.1,ROD_RS23285,NA,protein_coding,NA,NA,hypothetical protein,NA,NA,NA,WP_231851587.1,similar to AA sequence:RefSeq:WP_001400310.1,1
NC_013716.1,ROD_RS26940,NA,protein_coding,NA,NA,TraR/DksA family transcriptional regulator,NA,NA,NA,WP_000342741.1,similar to AA sequence:RefSeq:NP_312992.1,1
NC_013716.1,ROD_RS23295,ROD_47131,protein_coding,NA,NA,DUF2730 family protein,putative prophage membrane protein,NA,NA,WP_012908596.1,similar to AA sequence:RefSeq:WP_012908596.1,1
NC_013716.1,ROD_RS23300,ROD_47141,protein_coding,NA,NA,hypothetical protein,hypothetical prophage protein,NA,NA,WP_001279080.1,similar to AA sequence:RefSeq:NP_312994.1,1
NC_013716.1,ROD_RS23305,ROD_47151,protein_coding,NA,NA,DUF3486 family protein,putative terminase small subunit,NA,NA,WP_000360581.1,similar to AA sequence:RefSeq:NP_312995.1,1
NC_013716.1,ROD_RS23310,ROD_47161,protein_coding,NA,NA,hypothetical protein,putative terminase large subunit,NA,NA,WP_012908597.1,similar to AA sequence:RefSeq:NP_312996.1,1
NC_013716.1,ROD_RS23315,ROD_47171,protein_coding,NA,NA,DUF935 family protein,putative phage portal protein,NA,NA,WP_012908598.1,similar to AA sequence:RefSeq:NP_312997.2,1
NC_013716.1,ROD_RS23320,ROD_47181,protein_coding,NA,NA,phage head morphogenesis protein,putative phage head assembly protein,NA,NA,WP_012908599.1,similar to AA sequence:RefSeq:WP_000046899.1,1
NC_013716.1,ROD_RS28490,ROD_t81,tRNA,NA,NA,NA,tRNA-Arg,NA,NA,NA,NA,NA
NC_013716.1,ROD_RS23325,ROD_47191,protein_coding,G,NA,phage virion morphogenesis protein,hypothetical prophage protein,NA,NA,WP_012908600.1,similar to AA sequence:RefSeq:NP_312999.1,1
NC_013716.1,ROD_RS23330,ROD_47201,protein_coding,I,NA,protease,putative prophage protease protein,NA,NA,WP_012908601.1,similar to AA sequence:RefSeq:NP_313000.1,1
NC_013716.1,ROD_RS23335,ROD_47221,protein_coding,T,NA,Mu-like prophage major head subunit gpT family protein,phage major head subunit,NA,NA,WP_012908603.1,similar to AA sequence:RefSeq:NP_313001.1,1
NC_013716.1,ROD_RS23340,ROD_47231,protein_coding,NA,NA,HI1506-related protein,hypothetical prophage protein,NA,NA,WP_012908604.1,similar to AA sequence:RefSeq:WP_001002054.1,1
NC_013716.1,ROD_RS23345,ROD_47241,protein_coding,NA,NA,gp436 family protein,putative prophage membrane protein,NA,NA,WP_001104960.1,similar to AA sequence:RefSeq:NP_313003.1,1
NC_013716.1,ROD_RS23350,ROD_47251,protein_coding,NA,NA,DUF1834 family protein,hypothetical prophage protein,NA,NA,WP_012908605.1,similar to AA sequence:RefSeq:WP_000627434.1,1
NC_013716.1,ROD_RS23355,ROD_47261,protein_coding,NA,NA,DUF2635 domain-containing protein,hypothetical prophage protein,NA,NA,WP_000207438.1,similar to AA sequence:RefSeq:WP_000207437.1,1
NC_013716.1,ROD_RS23360,ROD_47271,protein_coding,L,NA,phage tail sheath subtilisin-like domain-containing protein,phage tail sheath protein,NA,NA,WP_012908606.1,similar to AA sequence:RefSeq:WP_001575671.1,1
NC_013716.1,ROD_RS23365,ROD_47281,protein_coding,M,NA,phage tail tube protein,phage tail tube protein,NA,NA,WP_012908607.1,similar to AA sequence:RefSeq:NP_313007.1,1
NC_013716.1,ROD_RS23370,ROD_47291,protein_coding,NA,NA,phage tail assembly protein,hypothetical prophage protein,NA,NA,WP_012908608.1,similar to AA sequence:RefSeq:NP_313008.1,1
NC_013716.1,ROD_RS23375,ROD_47301,protein_coding,T,NA,tape measure protein,phage tail tape measure protein,NA,NA,WP_012908609.1,similar to AA sequence:RefSeq:NP_313009.1,1
NC_013716.1,ROD_RS23380,ROD_47311,protein_coding,N,NA,DNA circularization N-terminal domain-containing protein,phage DNA circularisation protein,NA,NA,WP_012908610.1,similar to AA sequence:RefSeq:WP_000168763.1,1
NC_013716.1,ROD_RS23385,ROD_47321,protein_coding,P,NA,tail protein,putative phage baseplate protein,NA,NA,WP_012908611.1,similar to AA sequence:RefSeq:WP_000098564.1,1
NC_013716.1,ROD_RS23390,ROD_47331,protein_coding,NA,NA,phage baseplate assembly protein V,phage baseplate assembly protein,NA,NA,WP_073520730.1,similar to AA sequence:RefSeq:NP_313012.2,1
NC_013716.1,ROD_RS23395,ROD_47341,protein_coding,NA,NA,phage GP46 family protein,hypothetical prophage protein,NA,NA,WP_012908613.1,similar to AA sequence:RefSeq:NP_313013.1,1
NC_013716.1,ROD_RS23400,ROD_47351,protein_coding,NA,NA,baseplate J/gp47 family protein,hypothetical prophage protein,NA,NA,WP_001146843.1,similar to AA sequence:RefSeq:NP_313014.2,1
NC_013716.1,ROD_RS23405,ROD_47361,protein_coding,NA,NA,YmfQ family protein,hypothetical prophage protein,NA,NA,WP_012908614.1,similar to AA sequence:RefSeq:NP_313015.1,1
NC_013716.1,ROD_RS23410,ROD_47371,protein_coding,S,NA,hypothetical protein,phage tail fibre protein,NA,NA,WP_012908615.1,similar to AA sequence:RefSeq:WP_001473654.1,1
NC_013716.1,ROD_RS23415,ROD_47381,protein_coding,U,NA,tail fiber assembly protein,phage tail fibre assembly protein,NA,NA,WP_012908616.1,similar to AA sequence:RefSeq:WP_000421093.1,1
NC_013716.1,ROD_RS29150,NA,protein_coding,NA,NA,hypothetical protein,NA,NA,NA,WP_024133072.1,similar to AA sequence:RefSeq:WP_001422620.1,1
NC_013716.1,ROD_RS23425,ROD_47401,protein_coding,gin,NA,recombinase family protein,phage DNA invertase,NA,NA,WP_012908617.1,similar to AA sequence:RefSeq:WP_000904915.1,1
NC_013716.1,ROD_RS23430,ROD_47411,protein_coding,NA,NA,hypothetical protein,hypothetical prophage protein,NA,NA,WP_012908618.1,similar to AA sequence:RefSeq:WP_001284083.1,1
NC_013716.1,ROD_RS23435,ROD_47421,protein_coding,NA,NA,DUF1378 family protein,putative prophage membrane protein,NA,NA,WP_012908619.1,similar to AA sequence:RefSeq:WP_012908619.1,1
NC_013716.1,ROD_RS23440,ROD_47431,protein_coding,NA,NA,DUF826 domain-containing protein,hypothetical prophage protein,NA,NA,WP_012908620.1,similar to AA sequence:RefSeq:WP_001114101.1,1
NC_013716.1,ROD_RS28495,ROD_47441,pseudogene,NA,NA,hypothetical protein,hypothetical prophage protein,frameshifted,"pseudo true, pseudo true",NA,similar to AA sequence:RefSeq:NP_313023.2,1
NC_013716.1,ROD_RS26950,ROD_47451,protein_coding,com,NA,Com family DNA-binding transcriptional regulator,prophage regulator of DNA modification protein Mom,NA,NA,WP_012908622.1,similar to AA sequence:RefSeq:NP_313024.1,1
NC_013716.1,ROD_RS23445,ROD_47461,protein_coding,mom,NA,hypothetical protein,prophage DNA modification protein,NA,NA,WP_012908623.1,similar to AA sequence:RefSeq:NP_313025.1,1
NC_013716.1,ROD_RS23450,NA,pseudogene,NA,NA,alcohol dehydrogenase catalytic domain-containing protein,NA,incomplete,"partial true, pseudo true, partial in the middle of a contig, missing C-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:NP_462174.1,1
NC_013716.1,ROD_RS23455,ROD_47471,protein_coding,gatC,NA,PTS galactitol transporter subunit IIC,component IIC of galactitol-specific phosphotransferase system,NA,NA,WP_012908624.1,similar to AA sequence:RefSeq:NP_462173.1,1
NC_013716.1,ROD_RS23460,ROD_47481,protein_coding,gatB,NA,PTS galactitol transporter subunit IIB,component IIB of galactitol-specific phosphotransferase system,NA,NA,WP_012908625.1,similar to AA sequence:RefSeq:NP_462172.1,1
NC_013716.1,ROD_RS23465,ROD_47491,protein_coding,gatA,NA,PTS galactitol transporter subunit IIA,component IIA of galactitol-specific phosphotransferase system,NA,NA,WP_012908626.1,similar to AA sequence:RefSeq:WP_003828615.1,1
NC_013716.1,ROD_RS23470,ROD_47501,protein_coding,gatZ,NA,tagatose-bisphosphate aldolase subunit GatZ,putative tagatose 6-phosphate kinase,NA,NA,WP_012908627.1,similar to AA sequence:RefSeq:WP_007369956.1,1
NC_013716.1,ROD_RS23475,ROD_47511,protein_coding,gatY,NA,tagatose bisphosphate family class II aldolase,"tagatose-1,6-bisphosphate aldolase",NA,NA,WP_012908628.1,similar to AA sequence:RefSeq:NP_462166.1,1
NC_013716.1,ROD_RS23480,ROD_47521,protein_coding,garD,NA,galactarate dehydratase,D-galactarate dehydratase,NA,NA,WP_012908629.1,similar to AA sequence:RefSeq:NP_312033.1,1
NC_013716.1,ROD_RS23485,ROD_47531,protein_coding,garL,NA,2-dehydro-3-deoxyglucarate aldolase,2-dehydro-3-deoxyglucarate aldolase,NA,NA,WP_012908630.1,similar to AA sequence:RefSeq:NP_312031.1,1
NC_013716.1,ROD_RS23490,ROD_47541,protein_coding,garR,NA,2-hydroxy-3-oxopropionate reductase,2-hydroxy-3-oxopropionate reductase,NA,NA,WP_012908631.1,similar to AA sequence:RefSeq:NP_312030.2,1
NC_013716.1,ROD_RS23495,ROD_47551,protein_coding,garK,NA,glycerate 2-kinase,glycerate kinase 2,NA,NA,WP_012908632.1,similar to AA sequence:RefSeq:NP_312029.2,1
NC_013716.1,ROD_RS25725,NA,RNase_P_RNA,rnpB,NA,NA,NA,NA,NA,NA,NA,NA
NC_013716.1,ROD_RS23500,ROD_47571,protein_coding,torY,NA,NapC/NirT family cytochrome c,cytochrome C-type protein,NA,NA,WP_012908633.1,similar to AA sequence:RefSeq:WP_006798114.1,1
NC_013716.1,ROD_RS23505,ROD_47581,protein_coding,torZ,torA,trimethylamine-N-oxide reductase TorA,trimethylamine-N-oxide reductase 2 precursor,NA,NA,WP_024133074.1,similar to AA sequence:RefSeq:WP_019079943.1,1
NC_013716.1,ROD_RS23510,ROD_47591,protein_coding,tdcA,NA,transcriptional regulator TdcA,tdc operon transcriptional activator,NA,NA,WP_012908635.1,similar to AA sequence:RefSeq:NP_462159.1,1
NC_013716.1,ROD_RS23515,ROD_47601,protein_coding,tdcB,NA,bifunctional threonine ammonia-lyase/L-serine ammonia-lyase TdcB,catabolic threonine dehydratase,NA,NA,WP_012908636.1,similar to AA sequence:RefSeq:NP_462158.1,1
NC_013716.1,ROD_RS23520,ROD_47611,protein_coding,tdcC,NA,threonine/serine transporter TdcC,threonine/serine transporter,NA,NA,WP_012908637.1,similar to AA sequence:RefSeq:NP_462157.1,1
NC_013716.1,ROD_RS23525,ROD_47621,protein_coding,tdcD,NA,propionate kinase,propionate kinase,NA,NA,WP_012908638.1,similar to AA sequence:RefSeq:NP_312022.2,1
NC_013716.1,ROD_RS23530,ROD_47631,protein_coding,tdcE,pflB,formate C-acetyltransferase,keto-acid formate acetyltransferase,NA,NA,WP_012908639.1,similar to AA sequence:RefSeq:NP_462155.1,1
NC_013716.1,ROD_RS23535,ROD_47641,protein_coding,tdcG,NA,L-serine ammonia-lyase,L-serine dehydratase,NA,NA,WP_012908640.1,similar to AA sequence:RefSeq:WP_003024868.1,1
NC_013716.1,ROD_RS23540,ROD_47651,protein_coding,NA,NA,amino acid permease,putative membrane protein,NA,NA,WP_024133075.1,similar to AA sequence:RefSeq:NP_462153.1,1
NC_013716.1,ROD_RS23545,ROD_47661,protein_coding,NA,NA,serine dehydratase subunit alpha family protein,conserved hypothetical protein,NA,NA,WP_012908642.1,similar to AA sequence:RefSeq:NP_462152.1,1
NC_013716.1,ROD_RS28780,ROD_47671,protein_coding,NA,NA,hypothetical protein,conserved hypothetical protein,NA,NA,WP_167321447.1,similar to AA sequence:RefSeq:WP_001603820.1,1
NC_013716.1,ROD_RS23550,ROD_47681,protein_coding,NA,NA,pirin family protein,conserved hypothetical protein,NA,NA,WP_012908644.1,similar to AA sequence:RefSeq:NP_462150.1,1
NC_013716.1,ROD_RS23555,ROD_47691,protein_coding,yhaJ,NA,DNA-binding transcriptional regulator YhaJ,LysR-family transcriptional regulator,NA,NA,WP_012908645.1,similar to AA sequence:RefSeq:NP_462149.1,1
NC_013716.1,ROD_RS23560,ROD_47701,protein_coding,NA,NA,DUF805 domain-containing protein,putative membrane protein,NA,NA,WP_012908646.1,similar to AA sequence:RefSeq:WP_003841504.1,1
NC_013716.1,ROD_RS23565,ROD_47711,protein_coding,NA,NA,DUF805 domain-containing protein,putative membrane protein,NA,NA,WP_012908647.1,similar to AA sequence:RefSeq:NP_462148.1,1
NC_013716.1,ROD_RS23570,ROD_47721,pseudogene,NA,NA,glutathione S-transferase C-terminal domain-containing protein,pseudogene,incomplete,"partial true, pseudo true, partial in the middle of a contig, missing N-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:WP_008785878.1,1
NC_013716.1,ROD_RS23575,NA,pseudogene,NA,NA,type-F conjugative transfer system pilin acetylase TraX,NA,frameshifted,"partial true, pseudo true, internal stop, incomplete, partial in the middle of a contig, missing N-terminus and C-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:WP_008455316.1,1
NC_013716.1,ROD_RS23580,ROD_47731,protein_coding,NA,NA,IS66-like element ISCro1 family transposase,ISCro1 transposase C,NA,NA,WP_012904571.1,similar to AA sequence:RefSeq:WP_012904571.1,1
NC_013716.1,ROD_RS23585,ROD_47741,protein_coding,tnpB,NA,IS66 family insertion sequence element accessory protein TnpB,ISCro1 transposase B,"TnpB, as the term is used for proteins encoded by IS66 family insertion elements, is considered an accessory protein, since TnpC, encoded by a neighboring gene, is a DDE family transposase.",NA,WP_012904570.1,similar to AA sequence:RefSeq:NP_858152.1,1
NC_013716.1,ROD_RS23590,ROD_47751,protein_coding,tnpA,NA,IS66-like element accessory protein TnpA,ISCro1 transposase A,NA,NA,WP_012904569.1,similar to AA sequence:RefSeq:WP_001743492.1,1
NC_013716.1,ROD_RS29155,NA,pseudogene,NA,NA,type-F conjugative transfer system pilin acetylase TraX,NA,frameshifted,"partial true, pseudo true, incomplete, partial in the middle of a contig, missing C-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:WP_008455316.1,1
NC_013716.1,ROD_RS27785,ROD_47771,protein_coding,lifA3,NA,DUF3491 domain-containing protein,LifA-like protein,NA,NA,WP_012908649.1,similar to AA sequence:RefSeq:WP_012907284.1,1
NC_013716.1,ROD_RS27790,NA,pseudogene,NA,NA,transposase,NA,frameshifted,"partial true, pseudo true, internal stop, incomplete, partial in the middle of a contig, missing C-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:WP_076611898.1,1
NC_013716.1,ROD_RS23605,ROD_47801,pseudogene,NA,NA,ATP-binding protein,pseudogene,internal stop,"partial true, pseudo true, incomplete, partial in the middle of a contig, missing N-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:NP_858162.1,1
NC_013716.1,ROD_RS23610,ROD_47811,protein_coding,espN2-2,NA,DUF4765 family protein,putative T3SS effector protein EspN2-2,NA,NA,WP_012908650.1,similar to AA sequence:RefSeq:WP_001143621.1,1
NC_013716.1,ROD_RS23615,ROD_47831,pseudogene,NA,NA,IS3 family transposase,pseudogene,frameshifted,"partial true, pseudo true, internal stop, incomplete, partial in the middle of a contig, missing C-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:WP_076611482.1,1
NC_013716.1,ROD_RS29160,NA,protein_coding,NA,NA,hypothetical protein,NA,NA,NA,WP_231851588.1,similar to AA sequence:RefSeq:WP_005968455.1,1
NC_013716.1,ROD_RS26995,ROD_47851,protein_coding,NA,NA,hypothetical protein,hypothetical protein,NA,NA,WP_012908651.1,ab initio prediction:GeneMarkS-2+,1
NC_013716.1,ROD_RS23625,ROD_47861,protein_coding,NA,NA,DoxX family protein,putative membrane protein,NA,NA,WP_024133082.1,similar to AA sequence:RefSeq:WP_008503138.1,1
NC_013716.1,ROD_RS23630,ROD_47871,protein_coding,NA,NA,YqjK-like family protein,conserved hypothetical protein,NA,NA,WP_012908653.1,similar to AA sequence:RefSeq:WP_017457399.1,1
NC_013716.1,ROD_RS23635,ROD_47881,protein_coding,NA,NA,phage holin family protein,putative membrane protein,NA,NA,WP_012908654.1,similar to AA sequence:RefSeq:NP_312008.1,1
NC_013716.1,ROD_RS23640,ROD_47891,protein_coding,NA,NA,YqjD family protein,putative membrane protein,NA,NA,WP_012908655.1,similar to AA sequence:RefSeq:NP_462143.1,1
NC_013716.1,ROD_RS23645,ROD_47901,protein_coding,NA,NA,DUF1090 domain-containing protein,putative exported protein,NA,NA,WP_012908656.1,similar to AA sequence:RefSeq:NP_462142.1,1
NC_013716.1,ROD_RS23650,ROD_47911,protein_coding,mzrA,NA,EnvZ/OmpR regulon moderator MzrA,putative exported protein,NA,NA,WP_024133083.1,similar to AA sequence:RefSeq:NP_312005.1,1
NC_013716.1,ROD_RS23655,ROD_47921,protein_coding,NA,NA,DedA family protein,putative membrane protein,NA,NA,WP_012908658.1,similar to AA sequence:RefSeq:NP_312004.1,1
NC_013716.1,ROD_RS23660,ROD_47931,protein_coding,exuR,NA,transcriptional regulator ExuR,exu regulon transcriptional regulator,NA,NA,WP_012908659.1,similar to AA sequence:RefSeq:NP_708902.1,1
NC_013716.1,ROD_RS23665,ROD_47941,protein_coding,exuT,NA,MFS transporter,pseudogene,NA,NA,WP_024133084.1,similar to AA sequence:RefSeq:WP_004125495.1,1
NC_013716.1,ROD_RS23670,ROD_47951,protein_coding,uxaC,NA,glucuronate isomerase,uronate isomerase,NA,NA,WP_012908660.1,similar to AA sequence:RefSeq:WP_019077755.1,1
NC_013716.1,ROD_RS23675,ROD_47961,protein_coding,uxaA,NA,altronate dehydratase family protein,altronate hydrolase,NA,NA,WP_012908661.1,similar to AA sequence:RefSeq:WP_001199350.1,1
NC_013716.1,ROD_RS23680,ROD_47971,protein_coding,NA,NA,YgjV family protein,putative membrane protein,NA,NA,WP_024133085.1,similar to AA sequence:RefSeq:YP_005228951.1,1
NC_013716.1,ROD_RS23685,ROD_47981,protein_coding,sstT,NA,serine/threonine transporter SstT,putative transport protein,NA,NA,WP_012908663.1,similar to AA sequence:RefSeq:WP_012908663.1,1
NC_013716.1,ROD_RS23690,ROD_47991,protein_coding,alx,NA,TerC family protein,putative pH-induced membrane-bound redox modulator,NA,NA,WP_012908664.1,similar to AA sequence:RefSeq:NP_462138.1,1
NC_013716.1,ROD_RS23695,ROD_48011,protein_coding,NA,NA,Gfo/Idh/MocA family oxidoreductase,putative oxidoreductase,NA,NA,WP_012908665.1,similar to AA sequence:RefSeq:WP_015962925.1,1
NC_013716.1,ROD_RS23700,ROD_48021,protein_coding,NA,NA,M48 family metallopeptidase,conserved hypothetical protein,NA,NA,WP_012908666.1,similar to AA sequence:RefSeq:WP_012135226.1,1
NC_013716.1,ROD_RS23705,ROD_48031,protein_coding,rlmG,NA,23S rRNA (guanine(1835)-N(2))-methyltransferase RlmG,putative ribosomal RNA small subunit methyltransferase D,NA,NA,WP_012908667.1,similar to AA sequence:RefSeq:NP_311993.2,1
NC_013716.1,ROD_RS23710,ROD_48041,protein_coding,fadH,NA,"NADPH-dependent 2,4-dienoyl-CoA reductase","2,4-dienoyl-CoA reductase [NADPH]",NA,NA,WP_012908668.1,similar to AA sequence:RefSeq:NP_462133.1,1
NC_013716.1,ROD_RS23715,ROD_48051,protein_coding,ygjG,NA,putrescine aminotransferase,putrescine aminotransferase,NA,NA,WP_167321448.1,similar to AA sequence:RefSeq:WP_006894971.1,1
NC_013716.1,ROD_RS23720,ROD_48061,protein_coding,air,NA,PAS domain-containing methyl-accepting chemotaxis protein,aerotaxis receptor protein,NA,NA,WP_012908670.1,similar to AA sequence:RefSeq:NP_462131.1,1
NC_013716.1,ROD_RS23725,ROD_48071,protein_coding,NA,NA,methyl-accepting chemotaxis protein,methyl-accepting chemotaxis protein II,NA,NA,WP_012908671.1,similar to AA sequence:RefSeq:WP_000478468.1,1
NC_013716.1,ROD_RS23730,ROD_48081,protein_coding,NA,NA,PadR family transcriptional regulator,putative transcriptional Regulator,NA,NA,WP_012908672.1,similar to AA sequence:RefSeq:NP_417542.1,1
NC_013716.1,ROD_RS23735,ROD_48101,protein_coding,NA,NA,siderophore-interacting protein,putative siderophore-interacting protein,NA,NA,WP_012908674.1,similar to AA sequence:RefSeq:WP_016151014.1,1
NC_013716.1,ROD_RS23740,ROD_48111,protein_coding,NA,NA,hypothetical protein,putative exported protein,NA,NA,WP_012908675.1,ab initio prediction:GeneMarkS-2+,1
NC_013716.1,ROD_RS23745,ROD_48131,protein_coding,NA,NA,hypothetical protein,hypothetical protein,NA,NA,WP_012908676.1,ab initio prediction:GeneMarkS-2+,1
NC_013716.1,ROD_RS23750,ROD_48151,protein_coding,NA,NA,TolC family outer membrane protein,putative outer membrane efflux protein of T1SS,NA,NA,WP_231851627.1,similar to AA sequence:RefSeq:WP_010430918.1,1
NC_013716.1,ROD_RS23755,ROD_48171,pseudogene,NA,NA,Ig-like domain-containing protein,pseudogene,internal stop,"pseudo true, pseudo true",NA,similar to AA sequence:RefSeq:WP_000052477.1,1
NC_013716.1,ROD_RS23760,ROD_48181,protein_coding,NA,NA,type I secretion system permease/ATPase,putative ATP-binding protein of T1SS,NA,NA,WP_012908678.1,similar to AA sequence:RefSeq:WP_016536615.1,1
NC_013716.1,ROD_RS23765,ROD_48191,protein_coding,NA,NA,HlyD family type I secretion periplasmic adaptor subunit,putative membrane fusion protein of T1SS,NA,NA,WP_012908679.1,similar to AA sequence:RefSeq:WP_017384014.1,1
NC_013716.1,ROD_RS23770,ROD_48201,protein_coding,NA,NA,MFS transporter,major facilitator superfamily protein,NA,NA,WP_012908680.1,similar to AA sequence:RefSeq:NP_418752.1,1
NC_013716.1,ROD_RS23775,ROD_48211,protein_coding,NA,NA,SdiA-regulated domain-containing protein,putative exported protein,NA,NA,WP_024133087.1,similar to AA sequence:RefSeq:WP_000746207.1,1
NC_013716.1,ROD_RS23780,ROD_48221,protein_coding,NA,NA,hypothetical protein,hypothetical protein,NA,NA,WP_012908682.1,similar to AA sequence:RefSeq:WP_014230350.1,1
NC_013716.1,ROD_RS23785,ROD_48231,protein_coding,NA,NA,hypothetical protein,hypothetical protein,NA,NA,WP_012908683.1,ab initio prediction:GeneMarkS-2+,1
NC_013716.1,ROD_RS23790,ROD_48241,protein_coding,NA,NA,glycoside hydrolase family 88 protein,conserved hypothetical protein,NA,NA,WP_012908684.1,similar to AA sequence:RefSeq:WP_015966079.1,1
NC_013716.1,ROD_RS23795,ROD_48251,protein_coding,NA,NA,DUF445 domain-containing protein,putative membrane protein,NA,NA,WP_012908685.1,similar to AA sequence:RefSeq:NP_463375.1,1
NC_013716.1,ROD_RS23800,ROD_48261,protein_coding,NA,NA,LysR family transcriptional regulator,putative LysR-family transcriptional regulator,NA,NA,WP_012908686.1,similar to AA sequence:RefSeq:WP_012134237.1,1
NC_013716.1,ROD_RS23805,ROD_48271,protein_coding,NA,NA,dicarboxylate/amino acid:cation symporter,putative transport protein,NA,NA,WP_012908687.1,similar to AA sequence:RefSeq:WP_003830065.1,1
NC_013716.1,ROD_RS23810,ROD_48281,protein_coding,metC,NA,cystathionine beta-lyase,cystathionine beta-lyase,NA,NA,WP_012908688.1,similar to AA sequence:RefSeq:WP_003830063.1,1
NC_013716.1,ROD_RS23815,ROD_48291,protein_coding,mdtM,NA,multidrug efflux MFS transporter MdtM,multidrug resistance protein,NA,NA,WP_024133088.1,similar to AA sequence:RefSeq:WP_016151565.1,1
NC_013716.1,ROD_RS23820,ROD_48301,protein_coding,NA,NA,LysE family transporter,LysE-family transporter,NA,NA,WP_012908690.1,similar to AA sequence:RefSeq:WP_003019190.1,1
NC_013716.1,ROD_RS23825,ROD_48311,protein_coding,NA,NA,AraC family transcriptional regulator,putative AraC-family transcriptional regulator,NA,NA,WP_012908691.1,similar to AA sequence:RefSeq:WP_002887420.1,1
NC_013716.1,ROD_RS23830,ROD_48321,protein_coding,NA,NA,Rpn family recombination-promoting nuclease/putative transposase,putative transposase,NA,NA,WP_012908692.1,similar to AA sequence:RefSeq:WP_012548938.1,1
NC_013716.1,ROD_RS29165,NA,pseudogene,NA,NA,hypothetical protein,NA,incomplete,"partial true, pseudo true, partial in the middle of a contig, missing N-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:YP_005224904.1,1
NC_013716.1,ROD_RS23835,ROD_48331,protein_coding,NA,NA,AAA family ATPase,conserved hypothetical protein,NA,NA,WP_012908693.1,similar to AA sequence:RefSeq:WP_000974638.1,1
NC_013716.1,ROD_RS23840,ROD_48351,protein_coding,yjiA,NA,GTPase,putative nucleotide-binding protein,NA,NA,WP_012908694.1,similar to AA sequence:RefSeq:NP_313338.2,1
NC_013716.1,ROD_RS23845,ROD_48361,protein_coding,NA,NA,YbdD/YjiX family protein,conserved hypothetical protein,NA,NA,WP_012908695.1,similar to AA sequence:RefSeq:YP_005224921.1,1
NC_013716.1,ROD_RS23850,ROD_48371,protein_coding,btsT,NA,pyruvate/proton symporter BtsT,putative carbon starvation protein,NA,NA,WP_012908696.1,similar to AA sequence:RefSeq:NP_463391.1,1
NC_013716.1,ROD_RS23855,ROD_48381,protein_coding,allD,NA,Ldh family oxidoreductase,ureidoglycolate dehydrogenase,NA,NA,WP_012908697.1,similar to AA sequence:RefSeq:WP_014068762.1,1
NC_013716.1,ROD_RS23860,ROD_48391,protein_coding,NA,NA,amino acid deaminase,conserved hypothetical protein,NA,NA,WP_012908698.1,similar to AA sequence:RefSeq:YP_005224941.1,1
NC_013716.1,ROD_RS23865,ROD_48401,protein_coding,NA,NA,D-aminoacylase,putative N-acyl-D-amino-acid deacylase,NA,NA,WP_012908699.1,similar to AA sequence:RefSeq:YP_005224943.1,1
NC_013716.1,ROD_RS23870,ROD_48411,protein_coding,NA,NA,RidA family protein,conserved hypothetical protein,NA,NA,WP_012908700.1,similar to AA sequence:RefSeq:WP_008453335.1,1
NC_013716.1,ROD_RS23875,ROD_48421,protein_coding,NA,NA,sodium:solute symporter family protein,putative transport protein,NA,NA,WP_012908701.1,similar to AA sequence:RefSeq:WP_001084240.1,1
